"unigram","bigram","trigram","freq"
"of","the","season",21
"off","to","the",21
"one","of","your",21
"only","a","few",21
"over","the","world",21
"place","in","the",21
"s","one","of",21
"s","your","favorite",21
"so","i","could",21
"so","i","guess",21
"so","i","was",21
"some","of","these",21
"some","sort","of",21
"talking","about","the",21
"that","can","be",21
"that","i","don",21
"that","is","not",21
"that","s","awesome",21
"that","s","just",21
"that","they","were",21
"the","answer","is",21
"the","best","thing",21
"the","face","of",21
"the","lack","of",21
"the","point","of",21
"them","in","the",21
"they","need","to",21
"this","is","an",21
"to","be","one",21
"to","be","with",21
"to","become","a",21
"to","come","back",21
"to","focus","on",21
"to","go","through",21
"to","set","up",21
"trying","to","be",21
"trying","to","figure",21
"valentine","s","day",21
"was","the","only",21
"way","to","go",21
"we","can","do",21
"we","love","you",21
"what","i","have",21
"when","he","was",21
"who","do","you",21
"who","i","am",21
"why","don","t",21
"will","always","be",21
"will","continue","to",21
"with","one","of",21
"you","in","a",21
"you","may","have",21
"you","never","know",21
"you","on","the",21
"you","should","be",21
"you","think","of",21
"all","of","a",20
"always","wanted","to",20
"and","a","lot",20
"and","get","a",20
"appears","to","be",20
"as","good","as",20
"as","i","can",20
"at","least","a",20
"be","part","of",20
"because","i","am",20
"but","i","just",20
"can","t","say",20
"can","t","see",20
"cinco","de","mayo",20
"day","in","the",20
"did","you","get",20
"do","you","like",20
"each","of","the",20
"find","a","way",20
"for","me","and",20
"get","a","chance",20
"hang","out","with",20
"having","a","great",20
"here","s","a",20
"i","am","still",20
"i","can","go",20
"i","could","get",20
"i","could","go",20
"i","don’t","think",20
"i","guess","that",20
"i","have","not",20
"i","just","have",20
"i","know","the",20
"i","know","this",20
"i","ll","never",20
"i","look","forward",20
"i","love","u",20
"i","m","good",20
"i","m","tired",20
"i","m","watching",20
"i","might","be",20
"i","might","have",20
"i","need","some",20
"i","needed","to",20
"i","picked","up",20
"i","told","you",20
"i","would","not",20
"if","you","don’t",20
"if","you","haven",20
"if","you","ve",20
"in","charge","of",20
"is","a","lot",20
"is","my","favorite",20
"it","d","be",20
"it","or","not",20
"it","s","still",20
"know","if","i",20
"know","what","the",20
"last","night","i",20
"left","in","the",20
"let","s","do",20
"like","i","was",20
"m","about","to",20
"m","not","going",20
"m","pretty","sure",20
"m","so","glad",20
"makes","me","want",20
"me","so","i",20
"me","to","the",20
"most","of","my",20
"my","best","to",20
"now","i","am",20
"of","all","time",20
"of","my","own",20
"of","you","who",20
"on","to","the",20
"out","for","a",20
"over","the","weekend",20
"said","it","was",20
"so","that","s",20
"stop","by","and",20
"t","let","me",20
"t","need","to",20
"take","a","look",20
"take","on","the",20
"taking","care","of",20
"that","it","would",20
"that","they","can",20
"the","course","of",20
"the","form","of",20
"the","hands","of",20
"the","importance","of",20
"the","new","year",20
"the","purpose","of",20
"the","same","as",20
"the","side","of",20
"the","son","of",20
"the","things","i",20
"they","will","be",20
"this","week","i",20
"time","for","the",20
"to","all","my",20
"to","be","there",20
"to","do","some",20
"to","do","what",20
"to","get","rid",20
"to","give","a",20
"to","the","end",20
"to","the","new",20
"try","to","get",20
"up","to","a",20
"wait","to","get",20
"we","are","not",20
"we","are","the",20
"we","decided","to",20
"what","are","your",20
"what","did","you",20
"what","is","it",20
"what","the","hell",20
"when","it","was",20
"where","do","you",20
"why","do","i",20
"why","do","you",20
"would","not","have",20
"wouldn","t","have",20
"you","like","it",20
"you","ve","got",20
"a","brand","new",19
"a","copy","of",19
"a","few","things",19
"a","great","week",19
"a","trip","to",19
"a","very","good",19
"all","of","these",19
"and","see","what",19
"and","she","is",19
"and","we","have",19
"and","we","will",19
"are","on","the",19
"at","the","beach",19
"be","interested","in",19
"because","it","is",19
"but","i","know",19
"call","me","maybe",19
"can","see","the",19
"can","t","find",19
"can","you","please",19
"cant","wait","to",19
"couldn","t","be",19
"day","to","all",19
"don","t","see",19
"don","t","wanna",19
"figure","out","what",19
"follow","me","please",19
"for","a","reason",19
"for","more","than",19
"for","the","weekend",19
"for","us","to",19
"forward","to","it",19
"from","time","to",19
"front","of","me",19
"go","on","a",19
"going","to","bed",19
"going","to","make",19
"good","to","hear",19
"had","a","blast",19
"have","the","same",19
"here","s","the",19
"i","feel","so",19
"i","get","it",19
"i","hadn","t",19
"i","have","some",19
"i","just","love",19
"i","m","all",19
"i","m","done",19
"i","mean","i",19
"i","ve","made",19
"i","would","do",19
"if","there","is",19
"if","you","would",19
"in","honor","of",19
"in","the","game",19
"in","their","own",19
"is","gonna","be",19
"is","part","of",19
"it","at","the",19
"it","is","an",19
"it","is","only",19
"it","s","almost",19
"it","seems","like",19
"just","trying","to",19
"like","it","s",19
"listen","to","the",19
"lol","i","m",19
"m","in","the",19
"might","as","well",19
"more","of","the",19
"my","life","and",19
"my","name","is",19
"of","a","sudden",19
"of","the","game",19
"of","the","past",19
"of","the","things",19
"of","them","are",19
"on","my","blog",19
"on","my","phone",19
"on","the","first",19
"on","their","own",19
"out","of","his",19
"out","there","and",19
"part","of","my",19
"parts","of","the",19
"please","please","please",19
"s","day","to",19
"s","hard","to",19
"see","you","at",19
"so","much","fun",19
"sorry","to","hear",19
"t","even","know",19
"t","have","any",19
"thanks","for","all",19
"thanks","to","for",19
"that","i","love",19
"that","if","i",19
"the","answer","to",19
"the","book","of",19
"the","death","of",19
"the","difference","between",19
"the","first","one",19
"the","last","couple",19
"the","last","two",19
"the","life","of",19
"the","next","few",19
"the","one","that",19
"the","shout","out",19
"there","are","two",19
"they","are","all",19
"think","you","re",19
"those","who","are",19
"thought","i","was",19
"thought","i","would",19
"thought","it","would",19
"time","of","year",19
"time","to","time",19
"to","be","my",19
"to","hear","about",19
"to","help","me",19
"to","join","the",19
"to","share","with",19
"to","show","you",19
"to","the","people",19
"to","wake","up",19
"told","me","that",19
"trying","to","find",19
"up","in","a",19
"want","me","to",19
"want","to","hear",19
"wanted","to","do",19
"wasn","t","a",19
"we","are","going",19
"we","are","so",19
"we","do","not",19
"we","live","in",19
"we","will","have",19
"what","s","going",19
"when","are","you",19
"where","i","can",19
"why","am","i",19
"with","a","little",19
"with","lots","of",19
"you","are","going",19
"you","are","interested",19
"you","have","an",19
"you","re","right",19
"you","think","i",19
"30","p","m",18
"a","way","of",18
"a","whole","lot",18
"all","i","can",18
"and","didn","t",18
"and","i","hope",18
"and","i","thought",18
"and","in","a",18
"and","thank","you",18
"and","that","the",18
"and","then","the",18
"and","there","are",18
"and","they","were",18
"and","you","are",18
"and","you","ll",18
"are","looking","for",18
"as","i","have",18
"at","any","time",18
"at","one","point",18
"at","the","bottom",18
"back","and","forth",18
"but","there","are",18
"but","we","re",18
"do","not","know",18
"do","you","do",18
"do","you","need",18
"doesn","t","make",18
"don","t","go",18
"don’t","have","to",18
"fact","that","the",18
"few","weeks","ago",18
"for","following","me",18
"for","more","information",18
"for","someone","to",18
"for","the","best",18
"forward","to","seeing",18
"forward","to","your",18
"from","one","of",18
"good","thing","i",18
"got","to","see",18
"had","a","lot",18
"has","been","the",18
"hate","it","when",18
"have","a","new",18
"have","so","much",18
"have","the","best",18
"he","is","the",18
"i","feel","that",18
"i","just","wanna",18
"i","knew","that",18
"i","ll","make",18
"i","ll","take",18
"i","ll","try",18
"i","m","always",18
"i","m","talking",18
"i","really","hope",18
"i","tend","to",18
"i","thought","that",18
"i","took","the",18
"i","ve","heard",18
"if","i","were",18
"in","a","good",18
"in","a","small",18
"in","case","you",18
"in","fact","i",18
"in","high","school",18
"in","the","background",18
"in","the","early",18
"in","the","midst",18
"involved","in","the",18
"is","at","the",18
"is","coming","to",18
"is","hard","to",18
"is","starting","to",18
"is","trying","to",18
"it","does","not",18
"it","s","an",18
"it","s","gonna",18
"it","s","on",18
"it","s","very",18
"it","seems","that",18
"it","took","me",18
"just","got","a",18
"last","day","of",18
"life","is","good",18
"lot","of","the",18
"m","so","excited",18
"many","of","us",18
"maybe","it","s",18
"me","i","was",18
"me","to","be",18
"more","than","one",18
"need","to","know",18
"need","to","make",18
"not","the","only",18
"not","the","same",18
"of","course","you",18
"of","my","friends",18
"of","the","many",18
"of","time","to",18
"on","my","own",18
"one","thing","i",18
"only","way","to",18
"out","in","a",18
"out","of","this",18
"over","the","top",18
"pick","up","a",18
"s","a","little",18
"s","the","only",18
"see","if","i",18
"seem","to","have",18
"she","didn","t",18
"she","is","a",18
"she","s","not",18
"should","be","able",18
"so","happy","to",18
"so","i","am",18
"so","i","decided",18
"so","i","ve",18
"so","that","i",18
"so","that","you",18
"some","of","you",18
"such","a","great",18
"t","believe","it",18
"thank","you","all",18
"thanks","to","the",18
"that","awkward","moment",18
"that","i","will",18
"that","is","all",18
"that","makes","me",18
"that","s","good",18
"that","we","were",18
"the","last","day",18
"the","midst","of",18
"the","more","i",18
"the","process","of",18
"the","things","you",18
"the","whole","thing",18
"the","world","of",18
"there","would","be",18
"they","aren","t",18
"they","can","be",18
"they","can","t",18
"they","do","not",18
"think","i","have",18
"think","of","the",18
"this","has","been",18
"this","is","one",18
"time","of","the",18
"to","a","great",18
"to","all","who",18
"to","buy","a",18
"to","do","anything",18
"to","get","into",18
"to","give","you",18
"to","go","with",18
"to","hear","that",18
"to","keep","my",18
"to","keep","up",18
"to","know","that",18
"to","play","with",18
"to","start","a",18
"to","start","the",18
"ve","had","a",18
"want","to","talk",18
"was","the","best",18
"what","about","the",18
"what","i","am",18
"what","i","did",18
"what","we","do",18
"what","you","have",18
"when","she","was",18
"when","we","were",18
"will","be","able",18
"will","be","back",18
"yeah","i","m",18
"you","d","like",18
"you","have","been",18
"you","just","have",18
"you","ll","never",18
"you","need","a",18
"you","to","the",18
"-","thanks","for",17
"a","few","times",17
"a","glass","of",17
"a","great","way",17
"a","year","ago",17
"about","to","be",17
"addition","to","the",17
"all","day","long",17
"all","of","your",17
"and","can","t",17
"and","go","to",17
"and","how","to",17
"and","i","would",17
"and","on","the",17
"and","the","rest",17
"and","you","have",17
"are","interested","in",17
"are","you","a",17
"are","you","coming",17
"back","to","my",17
"between","the","two",17
"but","i","still",17
"but","it","does",17
"can","be","found",17
"can","make","it",17
"can","t","remember",17
"can","t","stop",17
"check","out","my",17
"check","us","out",17
"close","to","the",17
"congrats","on","the",17
"couldn","t","get",17
"decided","to","make",17
"did","you","have",17
"down","in","the",17
"down","on","the",17
"every","one","of",17
"for","a","good",17
"for","a","long",17
"for","an","hour",17
"for","him","to",17
"for","the","most",17
"for","the","new",17
"for","the","retweet",17
"forward","to","a",17
"found","out","that",17
"friends","and","family",17
"go","ahead","and",17
"good","for","you",17
"good","luck","to",17
"good","to","see",17
"great","to","have",17
"have","a","little",17
"he","would","be",17
"here","is","the",17
"here","s","to",17
"hit","me","up",17
"hope","you","all",17
"how","to","get",17
"i","ain","t",17
"i","can","tell",17
"i","could","have",17
"i","could","not",17
"i","didn’t","know",17
"i","do","have",17
"i","find","it",17
"i","get","the",17
"i","hate","the",17
"i","have","made",17
"i","have","so",17
"i","like","your",17
"i","listen","to",17
"i","looked","at",17
"i","love","her",17
"i","m","actually",17
"i","m","happy",17
"i","m","very",17
"i","m","working",17
"i","managed","to",17
"i","really","love",17
"i","refuse","to",17
"i","said","i",17
"i","saw","a",17
"i","saw","that",17
"i","tell","you",17
"i","think","it’s",17
"i","took","a",17
"i","will","get",17
"i","would","say",17
"if","i","don",17
"if","it","is",17
"in","a","large",17
"in","a","week",17
"in","for","a",17
"in","real","life",17
"in","the","area",17
"in","the","center",17
"in","the","right",17
"in","this","case",17
"is","the","one",17
"it","and","i",17
"it","for","a",17
"it","ll","be",17
"it","was","very",17
"it","wouldn","t",17
"just","found","out",17
"just","going","to",17
"just","got","back",17
"just","in","case",17
"just","woke","up",17
"learned","how","to",17
"less","than","a",17
"life","is","a",17
"living","in","the",17
"m","trying","to",17
"make","it","to",17
"make","sure","that",17
"make","up","for",17
"me","to","get",17
"might","have","to",17
"more","like","a",17
"more","than","the",17
"new","year","s",17
"new","york","times",17
"nice","to","meet",17
"not","be","able",17
"not","sure","i",17
"nothing","wrong","with",17
"now","he","s",17
"of","us","who",17
"on","one","of",17
"on","the","bus",17
"on","the","inside",17
"on","the","right",17
"on","the","show",17
"on","the","table",17
"one","of","their",17
"people","don","t",17
"proud","of","you",17
