"unigram","bigram","trigram","quadgram","freq"
"see","what","you","are",2
"see","what","you","bring",2
"see","what","you","did",2
"see","where","we","are",2
"see","y","all","tonight",2
"see","you","again","on",2
"see","you","at","a",2
"see","you","guys","in",2
"see","you","in","april",2
"see","you","in","concert",2
"see","you","in","june",2
"see","you","in","person",2
"see","you","in","the",2
"see","you","next","time",2
"see","you","next","year",2
"see","you","there","i",2
"see","you","this","weekend",2
"seeing","the","black","keys",2
"seeing","you","in","chicago",2
"seem","like","it","was",2
"seem","like","much","but",2
"seem","to","be","a",2
"seem","to","be","doing",2
"seem","to","be","following",2
"seem","to","find","the",2
"seem","to","have","some",2
"seemed","to","take","a",2
"seems","a","lot","of",2
"seems","like","a","great",2
"seems","like","such","a",2
"seems","to","agree","with",2
"seems","to","be","working",2
"seems","to","have","no",2
"seems","to","me","like",2
"seems","to","think","that",2
"seems","to","work","for",2
"seen","a","lot","of",2
"seen","in","my","life",2
"seen","me","at","my",2
"seen","me","call","u",2
"seen","my","fair","share",2
"selected","as","one","of",2
"sell","your","home","smarter",2
"send","it","to","me",2
"send","me","a","dm",2
"send","me","to","juvi",2
"send","me","your","address",2
"send","us","an","email",2
"send","you","a","free",2
"send","your","kids","to",2
"sense","of","humor","is",2
"sense","of","humour","and",2
"sense","of","the","word",2
"sensitive","to","freezing","temperatures",2
"sent","an","email","to",2
"sent","out","with","the",2
"sent","traffic","to","that",2
"sept","15","www","ispi-frc",2
"seriously","can","t","wait",2
"seriously","i","can","t",2
"served","in","the","united",2
"service","and","am","always",2
"service","center","california","and",2
"service","center","california","is",2
"service","center","california","of",2
"service","center","california","to",2
"session","at","the","gym",2
"sessions","even","though","we",2
"set","a","goal","of",2
"set","the","record","straight",2
"set","the","stage","for",2
"set","up","a","date",2
"set","up","as","a",2
"set","up","to","be",2
"severe","thunderstorm","warning","for",2
"sew","and","sew","and",2
"sex","and","the","city",2
"sex","with","her","boyfriend",2
"sexy","and","i","know",2
"sexy","halloween","costumes","for",2
"shades","of","pink","and",2
"shadow","on","the","ground",2
"shaggy","about","30","seconds",2
"shall","come","to","pass",2
"shall","not","be","able",2
"shaping","up","to","be",2
"share","it","with","others",2
"share","them","with","you",2
"share","with","friends","|",2
"share","with","you","my",2
"share","with","you","one",2
"share","your","success","day",2
"she","didn","t","have",2
"she","didn","t","like",2
"she","didn","t","think",2
"she","didn","t","want",2
"she","didn’t","know","what",2
"she","doesn’t","have","to",2
"she","explained","that","a",2
"she","fell","in","love",2
"she","gave","me","the",2
"she","had","a","bad",2
"she","had","a","great",2
"she","had","sex","with",2
"she","had","to","do",2
"she","had","to","get",2
"she","has","all","the",2
"she","has","also","been",2
"she","has","learned","to",2
"she","has","sex","with",2
"she","has","to","be",2
"she","is","a","romance",2
"she","is","one","of",2
"she","is","trying","to",2
"she","isn","t","as",2
"she","just","looked","at",2
"she","just","wanted","to",2
"she","knows","what","she",2
"she","needs","to","be",2
"she","never","seizes","to",2
"she","s","also","a",2
"she","s","going","to",2
"she","s","got","a",2
"she","s","one","of",2
"she","s","talking","about",2
"she","s","the","best",2
"she","s","the","kind",2
"she","s","trying","to",2
"she","shook","her","head",2
"she","told","me","i",2
"she","told","me","she",2
"she","told","me","to",2
"she","told","us","that",2
"she","wanted","to","be",2
"she","wanted","to","go",2
"she","wants","is","a",2
"she","was","just","a",2
"she","was","off","to",2
"she","was","on","the",2
"she","was","so","excited",2
"she","will","be","a",2
"she","will","not","be",2
"she","would","ask","me",2
"she","would","like","to",2
"shed","a","tear","for",2
"shelter","to","haiti","he",2
"shelterbox","s","david","eby",2
"sheriff","someday","i","will",2
"shirt","and","i","m",2
"shit","i","don","t",2
"shit","out","of","it",2
"shit","out","of","me",2
"shit","out","of","the",2
"shoe","of","the","week",2
"shoe","you’re","a","shoe",2
"shook","his","head","in",2
"short","of","the","mark",2
"short","to","be","anything",2
"should","be","a","lot",2
"should","be","good","to",2
"should","be","more","careful",2
"should","be","noted","that",2
"should","be","pointed","out",2
"should","be","ready","to",2
"should","be","studying","for",2
"should","be","willing","to",2
"should","both","be","changed",2
"should","ever","have","to",2
"should","go","check","it",2
"should","go","to","bed",2
"should","go","to","sleep",2
"should","have","been","there",2
"should","have","known","it",2
"should","i","give","up",2
"should","matter","to","us",2
"should","not","be","forced",2
"should","start","with","the",2
"should","tell","you","that",2
"shouldn","t","have","to",2
"shouldn","t","it","be",2
"shouldn","t","you","be",2
"shout","out","i","will",2
"show","can","t","wait",2
"show","em","who","s",2
"show","last","night","at",2
"show","last","night","it",2
"show","me","that","smile",2
"show","of","the","week",2
"show","of","the","year",2
"show","on","television","is",2
"show","that","the","old",2
"show","tonight","at","the",2
"show","up","for","work",2
"show","up","on","your",2
"show","up","to","work",2
"showed","up","at","an",2
"showed","up","in","the",2
"showed","up","on","my",2
"shows","all","the","hallmarks",2
"shut","my","eyes","and",2
"shut","up","about","how",2
"shutout","of","the","angels",2
"sick","and","tired","of",2
"sick","sense","of","humor",2
"side","of","my","body",2
"side","of","the","floor",2
"side","of","the","house",2
"side","of","the","pond",2
"side","of","the","room",2
"sign","up","so","i",2
"significant","amount","of","time",2
"significant","amount","of","weight",2
"signs","of","slowing","down",2
"silver","lining","to","this",2
"simple","to","make","and",2
"simplistic","unilateral","form","of",2
"simply","could","not","be",2
"sin","cast","the","first",2
"since","i","didn","t",2
"since","i","don","t",2
"since","i","have","a",2
"since","i","m","sure",2
"since","i","ve","had",2
"since","i","was","6",2
"since","it","was","a",2
"since","my","last","post",2
"since","the","dawn","of",2
"since","the","time","of",2
"since","there","are","so",2
"since","we","don","t",2
"since","you","ve","been",2
"single","ladies","all","the",2
"singled","out","for","criticism",2
"sister","in","law","s",2
"sit","back","and","think",2
"sit","down","and","read",2
"sit","in","front","of",2
"sit","in","the","fridge",2
"sit","with","her","and",2
"site","and","check","out",2
"site","to","see","how",2
"site","where","i","can",2
"sites","such","as","facebook",2
"sitting","by","the","pool",2
"sitting","here","in","the",2
"sitting","next","to","me",2
"sitting","on","my","ass",2
"sitting","on","the","bench",2
"size","of","the","budget",2
"skin","cancer","i","will",2
"skwirl","best","&","success",2
"sky","is","the","limit",2
"sleep","and","it","s",2
"sleep","thesis","will","eat",2
"sleeping","on","the","couch",2
"slow","but","the","final",2
"slowly","but","surely","i",2
"slowly","losing","her","mind",2
"smith’s","grand","national","record",2
"snuggle","on","the","couch",2
"so","all","of","a",2
"so","appreciate","all","the",2
"so","as","most","of",2
"so","as","not","to",2
"so","as","you","can",2
"so","bad","for","us",2
"so","be","sure","you",2
"so","brilliant","that","i",2
"so","check","it","out",2
"so","close","to","finishing",2
"so","close","to","the",2
"so","cold","i","can",2
"so","don","t","get",2
"so","don","t","take",2
"so","excited","for","all",2
"so","excited","for","her",2
"so","excited","for","my",2
"so","excited","to","go",2
"so","excited","to","meet",2
"so","excited","to","watch",2
"so","excited","when","i",2
"so","far","this","has",2
"so","far","this","week",2
"so","fast","that","a",2
"so","glad","i","m",2
"so","glad","she","s",2
"so","glad","to","get",2
"so","glad","to","see",2
"so","glad","you","are",2
"so","glad","you","like",2
"so","good","to","be",2
"so","good","to","me",2
"so","grateful","for","all",2
"so","grateful","for","the",2
"so","great","to","have",2
"so","happy","right","now",2
"so","hard","to","fit",2
"so","hard","to","make",2
"so","hard","to","remember",2
"so","he","didn","t",2
"so","here","is","a",2
"so","here","it","is",2
"so","here","we","are",2
"so","here","you","go",2
"so","hop","on","over",2
"so","how","do","we",2
"so","i","am","not",2
"so","i","can","fast",2
"so","i","can","follow",2
"so","i","can","have",2
"so","i","can","send",2
"so","i","can","start",2
"so","i","could","be",2
"so","i","could","use",2
"so","i","d","love",2
"so","i","deserve","it",2
"so","i","did","what",2
"so","i","gave","it",2
"so","i","gave","up",2
"so","i","got","a",2
"so","i","got","me",2
"so","i","guess","what",2
"so","i","have","decided",2
"so","i","highly","recommend",2
"so","i","know","it",2
"so","i","ll","probably",2
"so","i","looked","at",2
"so","i","m","a",2
"so","i","m","at",2
"so","i","m","doing",2
"so","i","m","getting",2
"so","i","m","really",2
"so","i","m","sure",2
"so","i","might","as",2
"so","i","really","wanted",2
"so","i","spent","the",2
"so","i","suppose","it",2
"so","i","thought","it",2
"so","i","told","him",2
"so","i","wake","up",2
"so","i","walked","back",2
"so","i","wanted","to",2
"so","i","was","able",2
"so","i","was","pretty",2
"so","i","wasn","t",2
"so","i","went","out",2
"so","i","will","be",2
"so","i’m","not","going",2
"so","i’m","thinking","that",2
"so","if","you","hear",2
"so","it","could","be",2
"so","it","looks","like",2
"so","it","s","all",2
"so","it","s","good",2
"so","it","s","important",2
"so","it","s","not",2
"so","it","was","important",2
"so","it","wasn","t",2
"so","it","will","be",2
"so","jealous","of","you",2
"so","long","as","you",2
"so","long","since","i",2
"so","long","to","get",2
"so","many","of","the",2
"so","many","of","those",2
"so","many","of","us",2
"so","many","other","people",2
"so","many","things","i",2
"so","many","years","that",2
"so","many","young","people",2
"so","maybe","next","time",2
"so","much","about","the",2
"so","much","but","i",2
"so","much","easier","for",2
"so","much","easier","to",2
"so","much","for","a",2
"so","much","for","being",2
"so","much","for","reading",2
"so","much","fun","on",2
"so","much","fun","to",2
"so","much","have","a",2
"so","much","hope","you",2
"so","much","i","have",2
"so","much","i","hope",2
"so","much","i","love",2
"so","much","in","my",2
"so","much","more","fun",2
"so","much","new","music",2
"so","much","of","what",2
"so","much","to","ask",2
"so","much","to","me",2
"so","next","time","i",2
"so","nice","to","be",2
"so","nice","to","get",2
"so","now","i","know",2
"so","now","it","is",2
"so","now","that","i",2
"so","now","that","it",2
"so","now","you","know",2
"so","on","and","so",2
"so","one","of","my",2
"so","proud","of","her",2
"so","proud","of","my",2
"so","shocked","by","the",2
"so","so","so","so",2
"so","special","for","me",2
"so","sure","if","we",2
"so","thank","you","for",2
"so","thankful","to","have",2
"so","that","didn","t",2
"so","that","i","could",2
"so","that","is","the",2
"so","that","people","can",2
"so","that","s","a",2
"so","that","s","good",2
"so","that","s","great",2
"so","that","there","is",2
"so","that","we","could",2
"so","that","we","don",2
"so","the","idea","of",2
"so","there","i","was",2
"so","there","is","no",2
"so","there","it","is",2
"so","there","s","this",2
"so","there","was","a",2
"so","they","don","t",2
"so","they","ll","be",2
"so","this","is","what",2
"so","thought","i","d",2
"so","tired","of","this",2
"so","today","i","was",2
"so","we","can","get",2
"so","we","can","send",2
"so","we","don’t","forget",2
"so","we","ended","up",2
"so","we","got","him",2
"so","we","had","to",2
"so","we","ll","be",2
"so","we","ll","see",2
"so","we","want","to",2
"so","well","in","the",2
"so","well","together","too",2
"so","what","do","i",2
"so","what","have","you",2
"so","what","is","your",2
"so","when","i","finally",2
"so","where","s","the",2
"so","why","do","my",2
"so","why","don","t",2
"so","with","this","new",2
"so","worked","up","about",2
"so","y","all","can",2
"so","you","are","not",2
